Studio.App.RotateGridSettings.RotateGridSize,,,Rotate Grid Size,Rotate Grid Size,تدوير حجم الشبكة,Rastergröße drehen,Girar tamaño de la cuadrícula,Tourner la taille de la grille,ग्रिड का साइज़ रोटेट करें,Ukuran Kisi Putaran,Ruota le dimensioni della griglia,グリッドサイズ設定を回転,그리드 크기 회전,Obróć rozmiar siatki,Girar tamanho da grade,,ขนาดกริดการหมุน,Döndürme kılavuz boyutu,Xoay Kích Thước Lưới,旋转网格大小,旋转网格大小,旋轉網格大小
Studio.App.Package.NoChanges,,,The package has no changes.,The package has no changes.,لا توجد تغييرات في الحزمة.,Das Paket hat keine Änderungen.,El paquete no tiene cambios.,Ce package ne comporte aucune modification.,पैकेज में कोई बदलाव नहीं किया गया है.,Tidak ada perubahan di paket.,Il pacchetto non ha modifiche.,パッケージに変更はありません。,패키지에 변경 사항이 없습니다.,Brak zmian w pakiecie.,O pacote não tem alterações.,,แพ็คเกจไม่มีการเปลี่ยนแปลง,Pakette değişiklik yok.,Gói không có thay đổi.,包无任何更改。,包无任何更改。,套件沒有任何變更。
Studio.App.Help.OpenDeveloperForumUrl,,,Developer Forum,Developer Forum,منتدى المطوّر,Entwicklerforum,Foro de desarrolladores,Forum développeurs,डेवलपर फ़ोरम,Forum Developer,Forum degli sviluppatori,開発者フォーラム,개발자 포럼,Forum deweloperów,Fórum de Desenvolvedores,,ฟอรัมนักพัฒนา,Geliştirici Forumu,Diễn Đàn Nhà Phát Triển,开发者论坛,开发者论坛,開發者論壇
Studio.App.RibbonUpdatesBar.UpdateAvailableAction.Studio,,,Update available,Update available,تحديث متاح,Update verfügbar,Actualización disponible,Mise à jour disponible,अपडेट उपलब्ध है,Update tersedia,Aggiornamento disponibile,更新があります,업데이트 가능,Dostępna jest aktualizacja,Atualização disponível,,การอัปเดตไม่พร้อมใช้งาน,Güncelleme mevcut,Đã có bản cập nhật,有更新可用,有更新可用,有可用的更新
Studio.App.RibbonUpdatesBar.UpdateAvailableAction.Channel,,,Channel update available,Channel update available,تحديث القناة متاح,Kanal-Update verfügbar,Actualización de canal disponible,Mise à jour de la chaîne disponible,चैनल अपडेट उपलब्ध है,Update channel tersedia,Aggiornamento del canale disponibile,チャンネルの更新が利用できます,채널 업데이트 가능,Dostępna jest aktualizacja kanału,Atualização de canal disponível,,การอัปเดตช่องไม่พร้อมใช้งาน,Kanal güncellemesi mevcut,Đã có bản cập nhật kênh,有可用的频道更新,有可用的频道更新,有可用的頻道更新
Studio.App.RibbonUpdatesBar.UpdateAvailableAction.Tooltip,,,Studio will save all changes and restart,Studio will save all changes and restart,سيحفظ Studio جميع التغييرات ويعيد التشغيل,Studio speichert alle Änderungen und startet neu,Studio guardará todos los cambios y se reiniciará,Studio sauvegardera toutes les modifications et redémarrera,Studio सभी बदलाव सेव करके रीस्टार्ट करेगा,Studio akan menyimpan semua perubahan dan memulai ulang,Studio salverà tutte le modifiche e si riavvierà,Studioは変更をすべて保存して再起動します,Studio가 모든 변경 사항을 저장하고 다시 시작합니다,Aplikacja Studio zapisze wszystkie zmiany i zostanie uruchomiona ponownie,O Studio salvará todas as alterações e reiniciará,,Studio จะบันทึกการเปลี่ยนแปลงทั้งหมดและรีสตาร์ท,Studio tüm değişiklikleri kaydedip yeniden başlatılacak,Studio sẽ lưu tất cả các thay đổi và khởi động lại,Studio 将保存所有更改并重启,Studio 将保存所有更改并重启,Studio 將會儲存所有變更並重新啟動
Studio.App.RobloxRibbonMainWindow.ColorActionAsToolTooltip,,,Click object to apply color,Click object to apply color,اضغط على كائن لتطبيق اللون,"Klicke auf das Objekt, um Farbe anzuwenden",Haz clic en el objeto para aplicar el color,Cliquer sur l'objet pour appliquer la couleur,कलर लागू करने के लिए ऑब्जेक्ट पर क्लिक करें,Klik objek untuk menerapkan warna,Fai clic sull'oggetto per applicare il colore,オブジェクトをクリックして色を適用,개체를 클릭해 색상을 적용하세요,"Kliknij obiekt, aby zastosować kolor",Clique no objeto para aplicar a cor,,คลิกวัตถุเพื่อปรับใช้สี,Renk uygulanacak nesneyi seç,Nhấp vào đối tượng để áp dụng màu sắc,点击对象以应用颜色,点击对象以应用颜色,按一下物件以套用顏色
Studio.App.Actions.LogoutMenu,,,Username,Username,اسم المستخدم,Benutzername,Nombre de usuario,Nom d'utilisateur,यूज़रनेम,Nama Pengguna,Nome utente,ユーザーネーム,사용자 이름,Nazwa użytkownika,Nome de usuário,,ชื่อผู้ใช้,Kullanıcı adı,Tên Tài Khoản,用户名,用户名,使用者名稱
Studio.App.Help.OpenDocumentationUrl,,,Documentation,Documentation,التعليمات,Dokumentation,Documentación,Documentation,डॉक्यूमेंटेशन,Dokumentasi,Documentazione,ドキュメンテーション,설명서,Dokumentacja,Documentação,,เอกสาร,Dokümantasyon,Tài Liệu,文档,文档,文件
Studio.App.Help.OpenTutorialsUrl,,,Tutorials,Tutorials,الدروس التعليمية,Tutorials,Tutoriales,Tutoriels,ट्यूटोरियल,Tutorial,Tutorial,チュートリアル,튜토리얼,Samouczki,Tutoriais,,คู่มือการใช้งาน,Öğreticiler,Hướng Dẫn,教程,教程,教學
Studio.App.Physics.ProcessingAeroMeshes,,,Processing aerodynamic meshes,Processing aerodynamic meshes,معالجة أصول mesh الديناميكية الهوائية,Verarbeitung aerodynamischer Meshes,Procesando mallas aerodinamicas,Traitement des mailles aérodynamiques,एयरोडायनैमिक्स मेश को प्रोसेस किया जा रहा है,Memproses mesh aerodinamis,Elaborazione delle mesh aerodinamiche,空気力学メッシュの処理,공기 역학적 메시 처리 중,Przetwarzanie siatek aerodynamicznych,Processando malhas aerodinâmicas,,กำลังประมวลผลเมชอากาศพลศาสตร์,Aerodinamik mesh yapıları işleniyor,Đang xử lý lưới khí động học,正在处理空气动力学网格,正在处理空气动力学网格,正在處理空氣動力網格
Studio.App.Physics.AeroMeshPleaseWait,,,Please Wait,Please Wait,الرجاء الانتظار,Bitte warten,Espera,Patiente s'il te plaît,कृपया इंतज़ार करें,Harap Tunggu,Attendi per favore,お待ちください,기다려 주세요,Czekaj,Aguarde,,โปรดรอ,Lütfen bekle,Vui Lòng Chờ,请稍候,请稍候,請稍候
Studio.App.InsertObjectCategory.Sensors,,,Sensors,Sensors,أجهزة الاستشعار,Sensoren,Sensores,Capteurs,सेंसर,Sensor,Sensori,センサー,센서,Czujniki,Sensores,,เซ็นเซอร์,Sensörler,Cảm Biến,传感器,传感器,感應器
Studio.App.AutoSaveDialog.Description,,,We have found recovery files,We have found recovery files,لقد وجدنا ملفات الاسترداد,Wir haben Wiederherstellungsdateien gefunden,Hemos encontrado archivos de recuperación,Nous avons trouvé des dossiers de récupération,हमें रिकवरी फ़ाइलें मिली हैं,Kami menemukan file pemulihan,Abbiamo trovato dei file di ripristino,復元ファイルを見つけました,복구 파일을 찾았습니다,Znaleziono pliki odzyskiwania,Encontramos arquivos de restauração,,เราได้พบไฟล์การกู้คืน,Kurtarma dosyaları bulduk,Chúng tôi đã tìm thấy các tập tin khôi phục,我们找到了恢复文件,我们找到了恢复文件,發現復原檔案
Studio.App.AutoSaveDialog.Details,,,Roblox Studio saves your progress automatically in case something unexpected happens. Simply double click on the file name to open it or right click to delete it.,Roblox Studio saves your progress automatically in case something unexpected happens. Simply double click on the file name to open it or right click to delete it.,يحفظ Roblox Studio تقدمك تلقائيًا في حالة حدوث شيء غير متوقع. ما عليك سوى النقر نقرًا مزدوجًا على اسم الملف لفتحه أو النقر بزر الماوس الأيمن لحذفه.,"Roblox Studio speichert deinen Fortschritt automatisch, falls etwas Unerwartetes passiert. Doppelklicke einfach auf den Dateinamen, um ihn zu öffnen, oder klicke mit der rechten Maustaste, um ihn zu löschen.",Roblox Studio guarda tu progreso automáticamente en caso de que algo inesperado suceda. Simplemente haz doble clic en el nombre del archivo para abrirlo o clic derecho para eliminarlo.,Roblox Studio enregistre automatiquement ta progression au cas où quelque chose d'inattendu se produirait. Double-clique simplement sur le nom du fichier pour l'ouvrir ou faites un clic droit pour le supprimer.,"अगर अचानक कुछ ऐसा होता है जिसकी उम्मीद नहीं थी, तो Roblox Studio आपके प्रोग्रेस को ऑटोमैटिक रूप से रूप सेव करता है. इसे खोलने के लिए, फ़ाइल नाम पर डबल क्लिक करें या इसे हटाने के लिए राइट क्लिक करें.",Roblox Studio menyimpan progres secara otomatis untuk berjaga-jaga jika terjadi sesuatu yang tidak diduga. Cukup klik dua kali nama file untuk membukanya atau klik kanan untuk menghapusnya.,Roblox Studio salva automaticamente i tuoi progressi nel caso in cui accada qualcosa di inaspettato. Ti basta fare doppio clic sul nome del file per aprirlo oppure fare clic con il pulsante destro del mouse per eliminarlo.,Roblox Studio は、予期しないことが起きた場合のために進行状況を自動保存します。ファイル名をダブルクリックして開き、右クリックで削除します。,"만일의 사태를 대비해 Roblox Studio가 자동으로 진행 상태를 저장했습니다. 파일 이름을 두 번 클릭하면 파일이 열리고, 마우스 오른쪽을 클릭하면 삭제할 수 있습니다.","Roblox Studio zapisuje postępy automatycznie na wypadek, gdyby wydarzyło się coś nieoczekiwanego. Wystarczy kliknąć dwukrotnie nazwę pliku, aby otworzyć plik, lub kliknąć ją prawym przyciskiem myszy, aby usunąć plik.",O Roblox Studio salva seu progresso automaticamente caso algo inesperado aconteça. Simplesmente clique duas vezes no nome do arquivo para abri-lo ou clique com o botão direito para excluí-lo.,,Roblox Studio จะบันทึกความคืบหน้าของคุณโดยอัตโนมัติในกรณีที่เกิดเหตุไม่คาดฝันขึ้น เพียงดับเบิลคลิกที่ชื่อไฟล์เพื่อเปิด และคลิกขวาเพื่อลบ,Roblox Studio beklenmedik bir durumun yaşanması ihtimaline karşı ilerlemeni otomatik olarak kaydeder. Dosyayı açmak için adına çift tıkla. Silmek için ise sağ tıkla.,Roblox Studio tự động lưu tiến trình của bạn trong trường hợp có sự cố bất ngờ xảy ra. Chỉ cần nhấp đúp chuột vào tên tệp để mở hoặc nhấp chuột phải để xóa.,Roblox Studio 会自动保存你的进度，以防意外情况的发生。 只需双击文件名即可打开，或点击右键一次即可删除。,Roblox Studio 会自动保存你的进度，以防意外情况的发生。 只需双击文件名即可打开，或点击右键一次即可删除。,Roblox Studio 會自動儲存您的進度，以防發生意料外的狀況。請直接按兩下檔案名稱來開啟，或是以右鍵按一下來刪除。
