Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.GameSettings.Places.OptimizedTitle,Roblox Optimized, ,Roblox Optimized,Roblox optimizado,Roblox optimisé,Ottimizzazione Roblox,Roblox最適化済み,Roblox 최적화됨,Roblox otimizada, ,Roblox 优化,Roblox 优化,Roblox 優化
Studio.GameSettings.Places.OptimizedDescription,Fills your server to optimize for the best social gameplay experience., ,Fills your server to optimize for the best social gameplay experience.,Llena tu servidor para optimizar la mejor experiencia social de juego.,Alimente ton serveur pour optimiser la meilleure expérience de jeu.,Riempie il tuo server per garantire la migliore esperienza di gioco sociale.,最高のソーシャルゲームプレイ体験のためには、サーバーを充填して最適化。,최고의 소셜 게임 플레이 경험을 위해 서버를 채워 최적화합니다.,Preencha seu servidor para otimizar e obter a melhor experiência de jogo social., ,Roblox 将自动优化服务器的填充方式以获得最佳社交游戏体验。,Roblox 将自动优化服务器的填充方式以获得最佳社交游戏体验。,使用優化社交遊戲體驗的伺服器填滿方式。
Studio.GameSettings.General.DevSubsDeleteTitle,Delete Subscription, ,Delete Subscription,Eliminar suscripción,Supprimer abonnement,Cancella abbonamento,サブスクリプションを削除,구독 삭제,Apagar assinatura, ,删除订阅,删除订阅,刪除訂閱
Studio.GameSettings.Places.MaximumWarning,Choosing this option could cause you to lose out on gameplay time and Robux earned., ,Choosing this option could cause you to lose out on gameplay time and Robux earned.,"Si eliges esta opción, puedes perder tiempo de juego y Robux ganados.","En choisissant cette option, tu risques de perdre du temps de jeu et des Robux que tu as gagnés.","Se scegli quest'opzione, potresti perdere tempo di gioco e i Robux guadagnati.",このオプションを選ぶと、ゲームプレイ時間と獲得済みのRobuxが減る原因となる可能性があります。,이 옵션을 선택하면 게임 플레이 시간 및 Robux 수익이 감소할 수 있습니다.,Escolher esta opção pode causar a perda de tempo de jogo e Robux recebidos., ,选择该选项后可能会导致产品的游戏时间与 Robux 收入下降。,选择该选项后可能会导致产品的游戏时间与 Robux 收入下降。,此選項可能會導致您的遊戲時間與賺取 Robux 下降。
Studio.GameSettings.Places.CustomizeSlotsTitle,Customize Reserved Server Slots, ,Customize Reserved Server Slots,Personalizar los espacios reservados en el servidor,Personnaliser les slots de serveurs réservés,Personalizza slot server riservati,予約済みのサーバースロットをカスタマイズ,예약 서버 슬롯 사용자 정의,Personalizar espaços reservados de servidor, ,自定义服务器留位数量,自定义服务器留位数量,自訂預留伺服器名額
Studio.GameSettings.Places.CustomizeSlotsDescription,Friends are more likely to join players in your game if you reserve slots., ,Friends are more likely to join players in your game if you reserve slots.,Es más probable que los amigos se unan a tu juego si reservar espacios.,Les amis sont plus susceptibles de rejoindre les joueurs dans ton jeu si tu réserves des créneaux.,"Riservando gli slot, gli amici saranno più propensi a unirsi al tuo gioco.",スロットを予約すると、友達があなたのゲーム上のプレイヤーに参加する可能性が高くなります。,슬롯을 예약하면 플레이어가 내 게임에서 친구와 합류할 수 있는 가능성이 높아집니다.,Amigos tendem a se juntar a jogadores em seu jogo se você reservar espaços., ,如果在服务器上预留位置，玩家更有可能在游戏中加入其好友。,如果在服务器上预留位置，玩家更有可能在游戏中加入其好友。,若您為伺服器預留名額，玩家將更有可能加入在您的遊戲內的好友。
Studio.GameSettings.Monetization.FeeLabel,{1}% Fee:, ,{1}% Fee:,Cuota del {1}%:,{1}% de frais :,Commissione del {1}%:,{1}% の手数料:,{1}% 수수료:,{1}% de taxa:, ,{1}% 费用：,{1}% 费用：,{1}% 費用：
Studio.GameSettings.Monetization.TitlePaidAccess,Paid Access, ,Paid Access,Acceso de pago,Accès payant,Accesso a pagamento,有料アクセス,유료 액세스,Acesso pago, ,付费访问,付费访问,付費通行
Studio.GameSettings.Monetization.TitleVIPServers,VIP Servers, ,VIP Servers,Servidores VIP,Serveurs VIP,Server VIP,VIPサーバー,VIP 서버,Servidores VIP, ,VIP 服务器,VIP 服务器,VIP 伺服器
Studio.GameSettings.Monetization.Price,Price:, ,Price:,Precio:,Prix :,Prezzo:,価格:,가격:,Preço:, ,价格:,价格:,價格：
Studio.GameSettings.Monetization.PrivateServersPriceChangeWarning,Warning: Changing the price of Private Servers will cancel all existing subscriptions., ,Warning: Changing the price of Private Servers will cancel all existing subscriptions.,"Advertencia: Si se cambia el precio de los servidores privados, se cancelarán todas las suscripciones vigentes.",Avertissement : Changer le prix de Private Servers annulera toutes les inscriptions existantes.,Attenzione: la modifica del prezzo dei server privati annullerà tutti gli abbonamenti attivi.,警告: プライベートサーバーの価格変更をすると、現在あるすべてのサブスクリプションがキャンセルされます。,주의: 비공개 서버 가격을 변경하면 기존 구독 사항이 모두 취소됩니다.,Aviso: Mudar o preço dos servidores privados cancelará todas as assinaturas existentes., ,警告：更改私人服务器价格后将会取消所有当前订阅。,警告：更改私人服务器价格后将会取消所有当前订阅。,警告：若變更私人伺服器價錢，目前的訂閱將會全部取消。
Studio.GameSettings.Monetization.EarnLabel,You Earn:, ,You Earn:,Recibirás:,Tu gagnes :,Guadagni:,獲得額:,내 수익금:,Você receberá:, ,你的赚取：,你的赚取：,您將賺取：
Studio.GameSettings.Monetization.Paid,Paid, ,Paid,Pagado,Payé,A pagamento,有料,유료,Pago, ,付费,付费,付費
Studio.GameSettings.Monetization.PaidAccessHint,"Private Servers must not be enabled, and the game must be public to enable Paid Access.", ,"Private Servers must not be enabled, and the game must be public to enable Paid Access.","Para habilitar el Acceso de pago, no deben activarse los servidores privados y el juego debe ser público.",Le serveurs privés ne doivent pas être activés et le jeu doit être public pour permettre un accès payant.,"Per abilitare l'accesso a pagamento, i server privati non devono essere abilitati e il gioco deve essere pubblico.",有料アクセスを有効化するには、プライベートサーバーが有効化されておらず、ゲームが公開済みであることが必須です。,유료 액세스를 활성화하려면 비공개 서버를 비활성화하고 게임을 공개해야 합니다.,Servidores privados não devem ser habilitados e o jogo deve ser público para permitir acesso pago., ,启用付费访问前，需要禁用私人服务器并将游戏设为公开。,启用付费访问前，需要禁用私人服务器并将游戏设为公开。,若要啟用付費通行，必須先停用私人伺服器，並將遊戲設為公開。
Studio.GameSettings.Monetization.ProductID,Product ID, ,Product ID,ID del producto,Identifiant produit,ID prodotto,製品ID,제품 ID,ID do produto, ,产品 ID,产品 ID,產品 ID
Studio.GameSettings.Monetization.ProductIcon,Product Icon, ,Product Icon,Ícono del producto,Icône du produit,Icona prodotto,製品アイコン,제품 아이콘,Ícone do produto, ,产品图标,产品图标,產品圖示
Studio.GameSettings.General.ServerRestartWarning,The Team Create server needs to restart for this change to take effect. The server will automatically restart once all editors have left the session., ,The Team Create server needs to restart for this change to take effect. The server will automatically restart once all editors have left the session.,El servidor de Creación en equipo debe reiniciarse para que este cambio tenga efecto. El servidor se reiniciará automáticamente cuando todos los editores hayan abandonado la sesión.,Le serveur Team Create doit redémarrer pour que ce changement puisse être appliqué. Le serveur redémarrera automatiquement une fois que tous les créateurs auront quitté la session.,Il server Creazione di squadra deve essere riavviato affinché questa modifica abbia effetto. Il server si riavvierà automaticamente quando tutti i collaboratori avranno abbandonato la sessione.,この変更を反映させるには、チーム制作サーバーを再起動する必要があります。エディタ全員がセッションを終了するとサーバーは自動的に再起動します。,이 변경 사항을 적용하려면 팀 제작 서버를 다시 시작해야 합니다. 모든 편집자가 세션을 나가면 서버가 자동으로 다시 시작됩니다.,O servidor da criação em equipe precisa reiniciar para que esta mudança ocorra. O servidor reiniciará automaticamente quando todos os editores encerrarem a sessão., ,此变更需要重启组队创作服务器才能生效。服务器将在所有编辑者退出进程后自动重启。,此变更需要重启组队创作服务器才能生效。服务器将在所有编辑者退出进程后自动重启。,團隊創作伺服器必須重新啟動才可套用變更，所有編輯者離開此作業後，伺服器將會自動重新啟動。
Studio.GameSettings.General.TeamCreateStreamingWarning,The Team Create server needs to restart for this change to take effect. The server will automatically restart once all editors have left the session., ,The Team Create server needs to restart for this change to take effect. The server will automatically restart once all editors have left the session.,El servidor de Creación en equipo debe reiniciarse para que este cambio tenga efecto. El servidor se reiniciará automáticamente cuando todos los editores hayan abandonado la sesión.,Le serveur Team Create doit être redémarré pour que cette modification prenne effet. Le serveur redémarrera automatiquement une fois que tous les rédacteurs auront quitté la session.,Il server Creazione di squadra deve essere riavviato affinché questa modifica abbia effetto. Il server si riavvierà automaticamente quando tutti i collaboratori avranno abbandonato la sessione.,この変更を反映させるには、チーム制作サーバーを再起動する必要があります。エディタ全員がセッションを終了するとサーバーは自動的に再起動します。,이 변경 사항을 적용하려면 팀 제작 서버를 다시 시작해야 합니다. 모든 편집자가 세션을 나가면 서버가 자동으로 다시 시작됩니다.,O servidor da criação em equipe precisa reiniciar para que esta mudança ocorra. O servidor reiniciará automaticamente quando todos os editores encerrarem a sessão., ,此变更需要重启组队创作服务器才能生效。服务器将在所有编辑者退出进程后自动重启。,此变更需要重启组队创作服务器才能生效。服务器将在所有编辑者退出进程后自动重启。,團隊創作伺服器必須重新啟動才可套用變更，所有編輯者離開此作業後，伺服器將會自動重新啟動。
