Key,Context,Example,Source,de,en-us,es,es-es,fr,id,it,ja,ko,pt,pt-br,ru,th-th,zh-cn,zh-tw,zh-cjv,pl,vi,tr,ar
IAPExperience.InsufficientRobux.Text.YouNeed,,,You need additional {robux}. Please purchase more Robux Packages then come back to the experience.,Du benötigst zusätzlich {robux}. Bitte kaufe mehr Robux-Pakete und komm dann zur Experience zurück.,You need additional {robux}. Please purchase more Robux Packages then come back to the experience.,Necesitas {robux} adicionales. Compra más paquetes de Robux y vuelve a la tienda.,Necesitas {robux} adicionales. Compra más paquetes de Robux y vuelve a la tienda.,Tu as besoin de {robux} supplémentaires. Achète plus de packages Robux puis reviens à l'expérience.,Kamu perlu tambah {robux}. Beli paket Robux lagi lalu kembali ke pengalaman virtual.,Hai bisogno di ulteriori {robux}. Per favore acquista più pacchetti Robux poi torna all'esperienza.,追加で {robux} 必要です。Robuxのパッケージをもっと購入してから、バーチャル空間に戻ってきてください。,{robux}가 더 필요합니다. Robux 패키지를 추가로 구매한 후 체험으로 돌아오세요.,Você precisa de {robux} adicionais. Compre mais pacotes de Robux e volte para a experiência.,Você precisa de {robux} adicionais. Compre mais pacotes de Robux e volte para a experiência.,Необходимо ещё {robux}. Приобрети пакет Robux и возвращайся в плейс.,คุณต้องการเพิ่มอีก {robux} โปรดซื้อแพ็คเกจ Robux เพิ่มเติมแล้วกลับมาที่ประสบการณ์อีกครั้ง,你还需要 {robux}。请购买更多 Robux 套装再返回体验。,您還需要 {robux}。請購買更多 Robux 組合包再返回體驗。,你还需要 {robux}。请购买更多 Robux 套装再返回体验。,Potrzebujesz jeszcze {robux}. Kup więcej pakietów Robuxów i wróć do tego projektu.,Bạn cần thêm {robux}. Vui lòng mua thêm Gói Robux sau đó quay lại trải nghiệm.,{robux} Robux'a daha ihtiyacın var. Lütfen daha fazla Robux Paketi satın alıp deneyime dön.,تحتاج إلى {robux} إضافية. الرجاء شراء المزيد من حزم Robux ثم العودة إلى التجربة.
IAPExperience.InsufficientRobux.Action.RobuxStore,,,Go to Robux Store,Zum Robux Store gehen,Go to Robux Store,Ir a Tienda de Robux,Ir a Tienda de Robux,Aller à la boutique Robux,Buka Toko Robux,Vai al negozio Robux,Robuxストアへ,Robux 상점으로 이동,Ir para loja de Robux,Ir para loja de Robux,Перейти в магазин Robux,ไปที่ร้านค้า Robux,前往 Robux 商店,前往 Roblox 商店,前往 Robux 商店,Przejdź do sklepu z Robuxami,Vào Cửa Hàng Robux,Robux Mağazası'na Git,الانتقال إلى متجر Robux
CoreScripts.TextChat.Emote.Error.NotOwned,,,You do not own the emote '{RBX_EMOTE}'.,Du besitzt nicht das Emote '{RBX_EMOTE}'.,You do not own the emote '{RBX_EMOTE}'.,No tienes el emote {RBX_EMOTE}.,No tienes el emote {RBX_EMOTE}.,Tu ne possèdes pas l'emote '{RBX_EMOTE}'.,Kamu tidak memiliki Emote {RBX_EMOTE}.,Non possiedi l'emote '{RBX_EMOTE}'.,「{RBX_EMOTE}」のリアクションを所有していません。,감정 표현 '{RBX_EMOTE}'(을)를 보유하고 있지 않습니다.,Você não possui o emote '{RBX_EMOTE}' '.,Você não possui o emote '{RBX_EMOTE}' '.,Эмоция '{RBX_EMOTE}' отсутствует.,"คุณไม่ได้เป็นเจ้าของท่าทาง ""{RBX_EMOTE}""",你还未拥有表情动作“{RBX_EMOTE}”。,您未擁有動作「{RBX_EMOTE}」。,你还未拥有表情动作“{RBX_EMOTE}”。,Nie posiadasz emotki „{RBX_EMOTE}”.,"Bạn không sở hữu biểu cảm ""{RBX_EMOTE}"".","""{RBX_EMOTE}"" ifadesine sahip değilsin.",أنت لا تملك emote '{RBX_EMOTE}'.
InGame.HelpMenu.Label.PlaySessionId,,,PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId : {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId：{RBX_STR},PlaySessionId：{RBX_STR},PlaySessionId：{RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR},PlaySessionId: {RBX_STR}
Feature.SettingsHub.Prompt.Subtitle.TemporarySuspension2,,,"Due to the violation of our Community Standards, we have temporarily revoked your access to chat with voice until",Aufgrund des Verstoßes gegen die Community-Regeln haben wir dir vorübergehend Zugriff auf den Chat per Voice entzogen bis,"Due to the violation of our Community Standards, we have temporarily revoked your access to chat with voice until","Debido a una infracción de las Normas de la comunidad, suspendimos temporalmente el acceso al chat de voz hasta","Debido a una infracción de las Normas de la comunidad, suspendimos temporalmente el acceso al chat de voz hasta","En raison de la violation de nos normes communautaires, nous avons temporairement révoqué ton accès au chat vocal jusqu'au","Karena pelanggaran terhadap Standar Komunitas, untuk sementara akses ke chat dengan suara dihapus hingga","Sulla base delle segnalazioni degli utenti, abbiamo stabilito che il tuo comportamento durante l'utilizzo della chat vocale violava le regole della nostra community. Il tuo accesso alla chat vocale è stato sospeso fino al",当社のコミュニティ基準違反のため、以下の日付までボイスチャットへのアクセスが一時的に停止されました。,커뮤니티 규정 위반으로 인해 음성으로 채팅하기 권한이 일시 정지되었습니다. 다음 날짜까지:,"Devido à violação de nossas Regras da Comunidade, revogamos temporariamente seu acesso à Conversa por voz até","Devido à violação de nossas Regras da Comunidade, revogamos temporariamente seu acesso à Conversa por voz até","На основании жалоб пользователей мы определили, что твоё поведение при использовании голосового чата нарушает Правила сообщества. Доступ к голосовому чату приостановлен до",เนื่องจากคุณได้ละเมิดมาตรฐานชุมชนของเรา เราจึงได้ยกเลิกการเข้าถึงการแชทด้วยเสียงของคุณชั่วคราวจนถึงวันที่,根据用户举报，我们认为你在使用语音聊天时的行为违反了我们的社区规则。我们暂时终止你使用语音聊天的权利，结束时间为,我們根據使用者舉報判定了您使用語音聊天時的行為違反了我們的社群規則。我們暫時終止了您使用語音聊天的權利，結束時間為,根据用户举报，我们认为你在使用语音聊天时的行为违反了我们的社区规则。我们暂时终止你使用语音聊天的权利，结束时间为,Z powodu naruszenia naszych Standardów Społeczności tymczasowo odebrano ci dostęp do czatu głosowego do,"Do vi phạm Tiêu Chuẩn Cộng Đồng của chúng tôi, bạn tạm thời bị thu hồi quyền truy cập cuộc trò chuyện bằng giọng nói cho đến khi",Topluluk Standartlarımızın ihlali nedeniyle sesli sohbet etme erişimini aşağıdaki tarihe kadar geçici olarak iptal ettik:,بسبب انتهاك معايير مجتمعنا، ألغينا بشكل مؤقت وصولك إلى المحادثة مع الصوت حتى
Feature.SettingsHub.Prompt.MicUseSuspended,,,Microphone use Suspended,Mikrofonnutzung gesperrt,Microphone use Suspended,Uso del micrófono suspendido,Uso del micrófono suspendido,Utilisation du microphone suspendue,Penggunaan mikrofon ditangguhkan,Utilizzo microfono sospeso,マイクの使用停止中,마이크 사용 일시 정지,Uso de microfone suspenso,Uso de microfone suspenso,Использование микрофона отключено,การใช้ไมโครโฟนถูกระงับ,麦克风使用已禁用,已禁止麥克風功能,麦克风使用已禁用,Zawieszono możliwość korzystanie z mikrofonu,Việc sử dụng micrô đã bị tạm ngưng,Mikrofon kullanımı askıya alındı,استخدام الميكروفون غير مسموح
InGame.ConnectionError.Title.LowMemoryWarning,,,Low Memory Warning,Warnung: nicht genügend Speicher,Low Memory Warning,Advertencia de memoria baja,Advertencia de memoria baja,Avertissement mémoire faible,Peringatan Memori Hampir Habis,Avviso di bassa memoria,メモリ不足の警告,메모리 부족 경고,Aviso de memória baixa,Aviso de memória baixa,Предупреждение о нехватке памяти,คำเตือน: หน่วยความจำเหลือน้อย,内存不足警告,記憶體不足警告,内存不足警告,Ostrzeżenie dotyczące małej ilości pamięci,Cảnh Báo Bộ Nhớ Thấp,Düşük Bellek Uyarısı,تحذير بسبب انخفاض الذاكرة
InGame.ConnectionError.Queue,,,Your position in line: {POSITION},Deine Position in der Warteschlange: {POSITION},Your position in line: {POSITION},Tu posición en la fila: {POSITION},Tu posición en la fila: {POSITION},Votre position en ligne : {POSITION},Posisimu dalam antrian: {POSITION},La tua posizione in fila: {POSITION},あなたの順番: {POSITION},내 순서: {POSITION},Sua posição na fila: {POSITION},Sua posição na fila: {POSITION},Место в очереди: {POSITION},ลำดับของคุณในแถว: {POSITION},你在队伍中的位置：{POSITION},您在隊列的位置：{POSITION},你在队伍中的位置：{POSITION},Twoje miejsce w kolejce: {POSITION},Vị trí xếp hàng của bạn: {POSITION},{POSITION}. sıradasın,مكانك في الخط: {POSITION}
CoreScripts.PublishAssetPrompt.TitleTextClothing,,,Submit Clothing,Kleidung einreichen,Submit Clothing,Enviar ropa,Enviar ropa,Soumettre des vêtements,Kirim Pakaian,Invia abbigliamento,服装を送信,복장 제출,Enviar roupa,Enviar roupa,Отправить одежду,ส่งเสื้อผ้า,提交服饰,送出服飾,提交服饰,Prześlij ubranie,Gửi Trang Phục,Kıyafeti Gönder,إرسال الملابس
CoreScripts.PublishAssetPrompt.TitleTextEmote,,,Submit Emote,Emote einreichen,Submit Emote,Enviar emote,Enviar emote,Soumettre une emote,Kirim Emote,Invia emote,リアクションを送信,감정 표현 제출,Enviar emote,Enviar emote,Отправить эмоцию,ส่งท่าทาง,提交表情动作,送出動作,提交表情动作,Prześlij emotkę,Gửi Biểu Cảm,İfadeyi Gönder,ارسال Emote
CoreScripts.PublishAssetPrompt.TitleTextPackage,,,Submit Package,Paket einreichen,Submit Package,Enviar paquete,Enviar paquete,Soumettre un package,Kirim Paket,Invia pacchetto,パッケージを送信,패키지 제출,Enviar pacote,Enviar pacote,Отправить пакет,ส่งแพ็คเกจ,提交包,送出套件,提交包,Prześlij pakiet,Gửi Gói,Paketi Gönder,إرسال الحزمة
CoreScripts.PublishAssetPrompt.Name,,,Name,Name,Name,Nombre,Nombre,Nom,Nama,Nome,名前,이름,Nome,Nome,Название,ชื่อ,名称,名稱,名称,Nazwa,Tên,Ad,الاسم
CoreScripts.PublishAssetPrompt.Description,,,Description,Beschreibung,Description,Descripción,Descripción,Description,Deskripsi,Descrizione,概要,설명,Descrição,Descrição,Описание,คำอธิบาย,描述,說明,描述,Opis,Mô Tả,Açıklama,الوصف
CoreScripts.PublishAssetPrompt.InvalidName,,,Invalid Name,Ungültiger Name,Invalid Name,Nombre no válido,Nombre no válido,Nom non valide,Nama Tidak Valid,Nome invalido,名前が無効です,유효하지 않은 이름,Nome inválido,Nome inválido,Неверное имя,ชื่อไม่ถูกต้อง,无效名称,無效名稱,无效名称,Nieprawidłowa nazwa,Tên Không Hợp Lệ,Geçersiz Ad,اسم غير صالح
CoreScripts.PublishAssetPrompt.InvalidDescription,,,Invalid Description,Ungültige Beschreibung,Invalid Description,Descripción no válida,Descripción no válida,Description non valide,Deskripsi Tidak Valid,Descrizione non valida,概要が無効です,유효하지 않은 설명,Descrição inválida,Descrição inválida,Неверное описание,คำอธิบายไม่ถูกต้อง,无效描述,無效說明,无效描述,Nieprawidłowy opis,Mô tả Không Hợp Lệ,Geçersiz Açıklama,وصف غير صالح
CoreScripts.PublishAssetPrompt.DisclaimerAvatar,,,I agree that this experience will submit my avatar item to moderation and upload to My Creations.,"Ich bin damit einverstanden, dass die Experience meiner Avatarartikel zur Moderation einreicht und zu meinen Kreationen hochlädt.",I agree that this experience will submit my avatar item to moderation and upload to My Creations.,Estoy de acuerdo en que esta experiencia enviará mi objeto de avatar a moderación y lo cargará a Mis creaciones.,Estoy de acuerdo en que esta experiencia enviará mi objeto de avatar a moderación y lo cargará a Mis creaciones.,J'accepte que cette expérience soumette mon item d'avatar à la modération et le télécharge sur Mes Créations.,Saya setuju bahwa pengalaman virtual ini akan mengirim item avatar saya ke moderasi lalu di-upload ke Kreasi Saya.,Accetto che questa esperienza invierà il mio articolo avatar alla moderazione e caricherà alle Mie Creazioni.,このバーチャル空間が私のアバターアイテムを内容規制に送信し、自分の作品ページにアップロードすることに同意します。,이 체험이 내 아바타 아이템을 규정 준수 확인을 위해 제출하고 내 작품에 업로드하는 데 동의합니다.,Eu concordo que esta experiência enviará meu item de avatar para moderação e fará o upload para minhas Criações.,Eu concordo que esta experiência enviará meu item de avatar para moderação e fará o upload para minhas Criações.,"Я согласен с тем, что этот плейс будет представлять мой предмет для аватара для модерации и загрузки в Мои разработки.",ฉันยอมรับว่าประสบการณ์นี้จะส่งไอเท็มสำหรับอวาตาร์ของฉันไปยังทีมกลั่นกรองและอัปโหลดไปยังการสร้างสรรค์ของฉัน,我同意，此体验将提交我的虚拟形象道具至审核团队，并上传至我的作品。,我同意此體驗會將我的虛擬人偶道具送進審查過程並上傳到我的作品。,我同意，此体验将提交我的虚拟形象道具至审核团队，并上传至我的作品。,Wyrażam zgodę na przesłanie przez ten projekt przedmiotu mojego awatara do celów moderacji i przesłanie go do moich dzieł.,Tôi đồng ý rằng trải nghiệm này sẽ gửi vật phẩm avatar của tôi đi kiểm duyệt và tải lên Sản Phẩm của Tôi.,"Bu deneyimin, avatar öğemi denetlemeye göndereceğini ve Yaratımlarım sayfasına yükleyeceğini kabul ediyorum.","أوافق على أن هذه التجربة سوف ترسل أفاتاري إلى قسم الإشراف ثم تحميله إلى ""تصاميمي""."
