Key,Context,Example,Source,en-us
Studio.ReflectionMetadata.ReflectionMetadata.PlayerGuiSelectionImageObject,,,"Overrides the default selection adornment (used for gamepads). For best results, this should point to a GuiObject.","Overrides the default selection adornment (used for gamepads). For best results, this should point to a GuiObject."
Studio.ReflectionMetadata.ReflectionMetadata.PlayerIdled,,,"Fired periodically after the user has been AFK for a while.  Currently this event is only fired for the *local* Player.  ""time"" is the time in seconds that the user has been idle.","Fired periodically after the user has been AFK for a while.  Currently this event is only fired for the *local* Player.  ""time"" is the time in seconds that the user has been idle."
Studio.ReflectionMetadata.ReflectionMetadata.PlayerLCplayerFromCharacter,,,Use GetPlayerFromCharacter() instead,Use GetPlayerFromCharacter() instead
Studio.ReflectionMetadata.ReflectionMetadata.PlayerLoadCharacter,,,"Loads in a new character for this player.  This will replace the player's current character, if they have one. This should be used in conjunction with Players.CharacterAutoLoads to control spawning of characters. This function only works from a server-side script (NOT a LocalScript).","Loads in a new character for this player.  This will replace the player's current character, if they have one. This should be used in conjunction with Players.CharacterAutoLoads to control spawning of characters. This function only works from a server-side script (NOT a LocalScript)."
Studio.ReflectionMetadata.ReflectionMetadata.PlayerScripts,,,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be execute only when a Player is the parent.,A container instance that contains LocalScripts.  LocalScript objects that are placed in this container will be execute only when a Player is the parent.
Studio.ReflectionMetadata.ReflectionMetadata.PlayerWaitForDataReady,,,Yields until the persistent data for this Player is ready to be loaded. <a href='http://wiki.roblox.com/index.php/ROBLOX_Scripting_How_To:_Data_Persistence' target='_blank'>Info on Data Persistence</a>.,Yields until the persistent data for this Player is ready to be loaded. <a href='http://wiki.roblox.com/index.php/ROBLOX_Scripting_How_To:_Data_Persistence' target='_blank'>Info on Data Persistence</a>.
Studio.ReflectionMetadata.ReflectionMetadata.PlayersCharacterAutoLoads,,,"Set to true, when a player joins a game, they get a character automatically, as well as when they die.  When set to false, characters do not auto load and will only load in using Player:LoadCharacter().","Set to true, when a player joins a game, they get a character automatically, as well as when they die.  When set to false, characters do not auto load and will only load in using Player:LoadCharacter()."
Studio.ReflectionMetadata.ReflectionMetadata.PlayersLCplayers,,,Use GetPlayers() instead,Use GetPlayers() instead
Studio.ReflectionMetadata.ReflectionMetadata.PointLight,,,Makes the parent part emit light in a spherical shape,Makes the parent part emit light in a spherical shape
Studio.ReflectionMetadata.ReflectionMetadata.PointsService,,,A service used to query and award points for Roblox users using the universal point system.,A service used to query and award points for Roblox users using the universal point system.
Studio.ReflectionMetadata.ReflectionMetadata.PointsServiceAwardPoints,,,"Will attempt to award the 'amount' points to 'userId', returns 'userId' awarded to, the number of points awarded, the new point total the user has in the game, and the total number of points the user now has. Will also fire PointsService.PointsAwarded. Works with server scripts ONLY.","Will attempt to award the 'amount' points to 'userId', returns 'userId' awarded to, the number of points awarded, the new point total the user has in the game, and the total number of points the user now has. Will also fire PointsService.PointsAwarded. Works with server scripts ONLY."
Studio.ReflectionMetadata.ReflectionMetadata.PointsServiceGetAwardablePoints,,,Returns the number of points the current universe can award to players. Works with server scripts ONLY.,Returns the number of points the current universe can award to players. Works with server scripts ONLY.
Studio.ReflectionMetadata.ReflectionMetadata.PointsServiceGetGamePointBalance,,,Returns the balance of points that player with userId has in the current game (all placeID points combined within the game). Works with server scripts ONLY.,Returns the balance of points that player with userId has in the current game (all placeID points combined within the game). Works with server scripts ONLY.
Studio.ReflectionMetadata.ReflectionMetadata.PointsServiceGetPointBalance,,,Returns the overall balance of points that player with userId has (the sum of all points across all games). Works with server scripts ONLY.,Returns the overall balance of points that player with userId has (the sum of all points across all games). Works with server scripts ONLY.
Studio.ReflectionMetadata.ReflectionMetadata.PointsServicePointsAwarded,,,"Fired when points are successfully awarded 'userId'. Also returns the updated balance of points for usedId in universe via 'userBalanceInUniverse', total points via 'userTotalBalance', and the amount points that were awarded via 'pointsAwarded'. This event fires on the server and also all clients in the game that awarded the points.","Fired when points are successfully awarded 'userId'. Also returns the updated balance of points for usedId in universe via 'userBalanceInUniverse', total points via 'userTotalBalance', and the amount points that were awarded via 'pointsAwarded'. This event fires on the server and also all clients in the game that awarded the points."
Studio.ReflectionMetadata.ReflectionMetadata.Pose,,,The pose of a joint relative to it's parent part in a keyframe,The pose of a joint relative to it's parent part in a keyframe
Studio.ReflectionMetadata.ReflectionMetadata.PrismPart,,,A Prism Part,A Prism Part
Studio.ReflectionMetadata.ReflectionMetadata.PyramidPart,,,A Pyramid Part,A Pyramid Part
Studio.ReflectionMetadata.ReflectionMetadata.RayValue,,,Stores a Ray value in it's Value member. Useful to share Ray information across multiple scripts.,Stores a Ray value in it's Value member. Useful to share Ray information across multiple scripts.
Studio.ReflectionMetadata.ReflectionMetadata.RemoteEvent,,,Allow events defined in one script to be subscribed to by another script across client/server boundary,Allow events defined in one script to be subscribed to by another script across client/server boundary
Studio.ReflectionMetadata.ReflectionMetadata.RemoteFunction,,,Allow functions defined in one script to be called by another script across client/server boundary,Allow functions defined in one script to be called by another script across client/server boundary
Studio.ReflectionMetadata.ReflectionMetadata.RenderingTest,,,dummy summary,dummy summary
Studio.ReflectionMetadata.ReflectionMetadata.ReplicatedFirst,,,"A container whose contents are replicated to all clients (but not back to the server) first before anything else. Useful for creating loading guis, tutorials, etc.","A container whose contents are replicated to all clients (but not back to the server) first before anything else. Useful for creating loading guis, tutorials, etc."
Studio.ReflectionMetadata.ReflectionMetadata.ReplicatedFirstRemoveRobloxLoadingScreen,,,"Removes the default Roblox loading screen from view. Call this when you are ready to either show your own loading gui, or when the game is ready to play.","Removes the default Roblox loading screen from view. Call this when you are ready to either show your own loading gui, or when the game is ready to play."
Studio.ReflectionMetadata.ReflectionMetadata.ReplicatedScriptService,,,A container whose contents should be scripts. Scripts that are added to the container are run on the server and the client.,A container whose contents should be scripts. Scripts that are added to the container are run on the server and the client.
Studio.ReflectionMetadata.ReflectionMetadata.ReplicatedStorage,,,A container whose contents are replicated to all clients and the server.,A container whose contents are replicated to all clients and the server.
Studio.ReflectionMetadata.ReflectionMetadata.ReverbSoundEffect,,,A Reverb audio effect that can be applied to a Sound or SoundGroup.,A Reverb audio effect that can be applied to a Sound or SoundGroup.
Studio.ReflectionMetadata.ReflectionMetadata.RightAngleRampPart,,,A RightAngleRamp Part,A RightAngleRamp Part
