Studio.App.StudioFlagEditor.CantExportOverrides,,,"Error: Could not export overrides.
There was an error opening the json file for writing. Check Studio logs for more details.","Error: Could not export overrides.
There was an error opening the json file for writing. Check Studio logs for more details.","오류: 내보내기할 수 없습니다.
쓰기를 위해 json 파일을 여는 중 오류가 발생했습니다. 자세한 내용은 Studio 로그에서 확인하세요.","Ошибка: не удалось экспортировать переопределения.
Произошла ошибка во время открытия файла JSON для записи. Подробности записаны в журнал Studio.","错误：无法导出覆盖。
打开 json 读写文件时出错。请查看 Studio 记录了解更多详情。"
Studio.App.StudioFlagEditor.CloseWithoutSaving,,,Close without saving.,Close without saving.,저장하지 않고 종료합니다.,Закрыть без сохранения.,不保存更改并关闭。
Studio.App.StudioFlagEditor.DuplicateOverrides,,,Duplicate Overrides,Duplicate Overrides,재정의 반복,Дублировать переопределения,重复覆盖
Studio.App.StudioFlagEditor.ErrorWhenExportingOverrides,,,Error when exporting Overrides,Error when exporting Overrides,재정의 내보내기 오류,Ошибка при экспорте переопределения,导出覆盖时发生错误
Studio.App.StudioFlagEditor.ErrorWhenLoadingLocalOverrides,,,Error when loading Local Overrides,Error when loading Local Overrides,로컬 재정의 불러오기 오류,Ошибка при загрузке локальных переопределений,加载本地覆盖时发生错误
Studio.App.StudioFlagEditor.ExportAsJson,,,Export as JSON,Export as JSON,JSON으로 내보내기,Экспорт в виде JSON,导出为 JSON
Studio.App.StudioFlagEditor.ExportSuccess,,,Export Success,Export Success,내보내기 성공,Экспорт завершен,导出成功
Studio.App.StudioFlagEditor.ExportSuccess1,,,Success! Overrides exported to %1.,Success! Overrides exported to %1.,성공! 재정의를 %1(으)로 내보냈습니다.,Переопределения успешно экспортированы в %1!,成功！覆盖已导出至 %1。
Studio.App.StudioFlagEditor.ExportsAllOverrides,,,Exports all current overrides to a portable ClientAppSettings.json file.,Exports all current overrides to a portable ClientAppSettings.json file.,현재 모든 재정의를 이동식 ClientAppSettings.json 파일로 내보냅니다.,Экспортирует все текущие переопределения в переносимый файл ClientAppSettings.json.,将所有当前覆盖导出至可移动的 ClientAppSettings.json 文件。
Studio.App.StudioFlagEditor.FlagEditor,,,Flag Editor,Flag Editor,플래그 편집기,Редактор флагов,旗帜编辑器
Studio.App.StudioFlagEditor.JsonFile,,,JSON file (*.json),JSON file (*.json),JSON 파일 (*.json),JSON-файл (*.json),JSON 文件（*.json）
Studio.App.StudioFlagEditor.NoLocalOverrides,,,No local overrides were found on load. All values shown match the server values.,No local overrides were found on load. All values shown match the server values.,불러올 때 로컬 재정의를 찾을 수 없습니다. 표시된 모든 값은 서버 값과 일치합니다.,"При загрузке локальных переопределений не обнаружено, все значения соответствуют значениям сервера.",没有在加载中找到本地覆盖。所有显示的值与服务器的值匹配。
Studio.App.StudioFlagEditor.SaveChangesCurrentBuild,,,Save changes to the current Studio build.,Save changes to the current Studio build.,현재 Studio 버전에 변경 사항을 저장하세요.,Сохраните изменения в текущей сборке Studio.,保存更改至当前 Studio 版本。
Studio.App.StudioFlagEditor.ValuesHighlightedRed,,,Values highlighted red were overridden locally on load and may differ from the server values.,Values highlighted red were overridden locally on load and may differ from the server values.,"빨간색으로 표시된 값은 불러올 때 로컬로 재정의되며, 서버 값과 다를 수 있습니다.","Значения, выделенные красным цветом, были переопределены локально при загрузке и могут отличаться от значений сервера.",突出显示为红色的值在加载时会在本地被覆盖，并且可能与服务器值不同。
Studio.App.StudioPluginHost.BadFileFormat,,,Unable to open plugin file (bad file format): ,Unable to open plugin file (bad file format): ,플러그인 파일을 열 수 없음(파일 형식 오류): ,Невозможно открыть файл плагина (плохой формат файла):,无法打开插件文件（文件格式错误）： 
Studio.App.StudioPluginHost.CantAddNewPlugin,,,Warning: unable to add new plugin to metadata file.,Warning: unable to add new plugin to metadata file.,경고: 새 플러그인을 메타데이터 파일에 추가할 수 없습니다.,Внимание: не удается добавить новый плагин в файл метаданных.,警告：无法将新的插件添加至元数据文件。
Studio.App.StudioPluginHost.CantDownload,,,Unable to download plugin at this time. Try again later.,Unable to download plugin at this time. Try again later.,현재 플러그인을 다운로드할 수 없습니다. 나중에 다시 시도하세요.,В настоящий момент невозможно загрузить плагин. Попробуйте еще раз позже.,当前无法下载插件，请稍后重试。
Studio.App.StudioPluginHost.CantFindPlugin,,,Unable to find plugin with the following id: %1,Unable to find plugin with the following id: %1,다음 ID의 플러그인을 찾을 수 없음: %1,Невозможно найти плагин со следующим id: %1,找不到以下 ID 的插件：%1
Studio.App.StudioPluginHost.CantLoadMetadata,,,Unable to load metadata for installed plugins. Installed plugins will not be loaded.,Unable to load metadata for installed plugins. Installed plugins will not be loaded.,설치된 플러그인의 메타데이터를 불러올 수 없습니다. 설치된 플러그인을 불러오지 못했습니다.,Невозможно загрузить метаданные для установленных плагинов. Установленные плагины не будут загружены.,无法加载已安装插件的元数据，已安装的插件将不会加载。
Studio.App.StudioPluginHost.CantParseSettings,,,Unable to parse settings file for plugin,Unable to parse settings file for plugin,플러그인 설정 파일을 구문 분석할 수 없습니다,Невозможно обработать файл настроек для плагина,无法分析插件的设置文件
Studio.App.StudioPluginHost.CantRemovePluginFiles,,,Unable to remove all of the plugin files in directory %1. Please clean this location manually,Unable to remove all of the plugin files in directory %1. Please clean this location manually,디렉토리 %1의 플러그인 파일을 모두 제거할 수 없습니다. 수동으로 이 위치를 정리하세요.,"Невозможно удалить все файлы плагинов из каталога %1. Пожалуйста, очистите каталог самостоятельно.",无法在目录 %1 中移除所有插件文件。请手动清理此位置
Studio.App.StudioPluginHost.CantSetEnabledDisabled,,,Unable to set enabled/disabled state for plugin: %1,Unable to set enabled/disabled state for plugin: %1,플러그인의 활성화/비활성화 여부를 설정할 수 없음: %1,Невозможно установить состояние включения/выключения для плагина: %1,无法为此插件设置启用 / 停用状态：%1
Studio.App.StudioPluginHost.ErrorParsingAssetId,,,Error parsing plugin asset id for plugin: %1,Error parsing plugin asset id for plugin: %1,플러그인 애셋 ID 구문 분석 오류: %1,Ошибка при обработке идентификатора ресурсов плагина для плагина: %1,分析插件素材 ID 时出错：%1
Studio.App.StudioPluginHost.ErrorWhileTryingToOpenPluginFile,,,Error while trying to open plugin file: %1,Error while trying to open plugin file: %1,플러그인 파일을 여는 데 오류가 발생함: %1,Ошибка при попытке открыть файл плагина: %1,打开插件文件时发生错误：%1
Studio.App.StudioPluginHost.FinishedInstallingPlugin,,,Finished installing plugin.,Finished installing plugin.,플러그인 설치 완료,Завершена установка плагина.,插件已安装完成。
Studio.App.StudioPluginHost.PluginMetadataFileIsCorrupted,,,Plugin metadata file is corrupted. Version information for your plugins may have been lost.,Plugin metadata file is corrupted. Version information for your plugins may have been lost.,플러그인 메타데이터 파일이 손상되었습니다. 플러그인의 버전 정보가 유실되었을 수 있습니다.,Файл метаданных плагинов поврежден. Информация о версиях ваших плагинов может быть утеряна.,插件元数据文件已损坏。你插件的版本信息可能已丢失。
Studio.App.StudioPluginHost.UnableToCreatePluginFile,,,Unable to create plugin file.,Unable to create plugin file.,플러그인 파일을 생성할 수 없습니다.,Невозможно создать файл плагина.,无法创建插件文件。
Studio.App.StudioPluginHost.UnableToWritePluginMetadata,,,Unable to write plugin metadata. Version information for your plugins may be lost.,Unable to write plugin metadata. Version information for your plugins may be lost.,플러그인 메타데이터를 작성할 수 없습니다. 플러그인 버전 정보가 유실되었을 수 있습니다.,Невозможно записать метаданные плагинов. Информация о версиях ваших плагинов может быть утеряна.,无法写入插件元数据。你插件的版本信息可能已丢失。
