Studio.App.RBXMainWindow.SaveAsCSVElps,,Save as CSV...,Save as CSV...
Studio.App.RBXMainWindow.SaveAsElps,,Save As...,Save As...
Studio.App.RBXMainWindow.SaveAsLocalPluginElps,,Save as Local Plugin...,Save as Local Plugin...
Studio.App.RBXMainWindow.SaveDocToRoblox,,Save the Active Document to Roblox Website,Save the Active Document to Roblox Website
Studio.App.RBXMainWindow.SaveDocWithNewName,,Save the active document with a new name,Save the active document with a new name
Studio.App.RBXMainWindow.SaveLocalizationTable,,Save the selected LocalizationTable to a CSV file,Save the selected LocalizationTable to a CSV file
Studio.App.RBXMainWindow.SaveLocalizationTableElps,,Save LocalizationTable to CSV file...,Save LocalizationTable to CSV file...
Studio.App.RBXMainWindow.SaveNormalizedPackageToXML,,Save Normalized Package[Internal Feature],Save Normalized Package[Internal Feature]
Studio.App.RBXMainWindow.SaveSelectionAsModel,,Save the selection as a Model to a file,Save the selection as a Model to a file
Studio.App.RBXMainWindow.SaveSelectionToFileElps,,Save selection to file...,Save selection to file...
Studio.App.RBXMainWindow.SaveTheActiveDocument,,Save the active document,Save the active document
Studio.App.RBXMainWindow.SaveToFileElps,,Save to File...,Save to File...
Studio.App.RBXMainWindow.SaveToRoblox,,Save to Roblox,Save to Roblox
Studio.App.RBXMainWindow.SaveToRobloxAsElps,,Save to Roblox As...,Save to Roblox As...
Studio.App.RBXMainWindow.ScriptAnalysis,,Script Analysis,Script Analysis
Studio.App.RBXMainWindow.ScriptPerformance,,Script Performance,Script Performance
Studio.App.RBXMainWindow.ScriptRecovery,,Script Recovery,Script Recovery
Studio.App.RBXMainWindow.Select0AttachmentOrPart,,Select Attachment0 of a constraint or Part0 of a weld,Select Attachment0 of a constraint or Part0 of a weld
Studio.App.RBXMainWindow.Select1AttachmentOrPart,,Select Attachment1 of a constraint or Part1 of a weld,Select Attachment1 of a constraint or Part1 of a weld
Studio.App.RBXMainWindow.SelectAll,,Select All,Select All
Studio.App.RBXMainWindow.SelectAllModifiedPackages,,Select All Modified Packages,Select All Modified Packages
Studio.App.RBXMainWindow.SelectAttachmentConstraintConnections,,Select connections of the attachment or constraint,Select connections of the attachment or constraint
Studio.App.RBXMainWindow.SelectChildren,,Select Children,Select Children
Studio.App.RBXMainWindow.SelectConnectionOne,,Select Connection 1,Select Connection 1
Studio.App.RBXMainWindow.SelectConnectionZero,,Select Connection 0,Select Connection 0
Studio.App.RBXMainWindow.SelectConnections,,Select Connections,Select Connections
Studio.App.RBXMainWindow.SelectTheEntireDocument,,Select the entire document,Select the entire document
Studio.App.RBXMainWindow.Separate,,Separate,Separate
Studio.App.RBXMainWindow.SeparateFusedSelection,,Separate parts from a fused selection,Separate parts from a fused selection
Studio.App.RBXMainWindow.ServiceElps,,Service...,Service...
Studio.App.RBXMainWindow.SetAsInstanceDefault,,Set as Instance Default...,Set as Instance Default...
Studio.App.RBXMainWindow.SetGridSizeTo16Studs,,Set Grid Size to 16 Studs,Set Grid Size to 16 Studs
Studio.App.RBXMainWindow.SetGridSizeTo2Studs,,Set Grid Size to 2 Studs,Set Grid Size to 2 Studs
Studio.App.RBXMainWindow.SetGridSizeTo4Studs,,Set Grid Size to 4 Studs,Set Grid Size to 4 Studs
Studio.App.RBXMainWindow.SetSelectionAsInstanceDefault,,Set the selection as the default for future created instances,Set the selection as the default for future created instances
Studio.App.RBXMainWindow.SettingsElps,,Settings...,Settings...
Studio.App.RBXMainWindow.ShowHelpForSelectedObject,,Show help for selected object,Show help for selected object
Studio.App.RBXMainWindow.ShowListOfShortcutCommands,,Show list of shortcut commands,Show list of shortcut commands
Studio.App.RBXMainWindow.ShowScriptInExplorer,,Show in Explorer,Show in Explorer
Studio.App.RBXMainWindow.ShowScriptInExplorerTooltip,,Select this script in the explorer,Select this script in the explorer
Studio.App.RBXMainWindow.ShowViewSelector,,Show View Selector,Show View Selector
Studio.App.RBXMainWindow.ShowsHides3DGrid,,Shows/Hides 3D Grid,Shows/Hides 3D Grid
Studio.App.RBXMainWindow.ShowsHidesAxisWidget,,Shows/Hides Axis Widget,Shows/Hides Axis Widget
Studio.App.RBXMainWindow.ShowsHidesGridMaterial,,Shows/Hides Grid Material,Shows/Hides Grid Material
Studio.App.RBXMainWindow.SmoothSurface,,Smooth Surface,Smooth Surface
Studio.App.RBXMainWindow.SmoothSurfaceWithoutOutlines,,Smooth Surface without Outlines,Smooth Surface without Outlines
Studio.App.RBXMainWindow.StartPlayer,,Start Player,Start Player
Studio.App.RBXMainWindow.StartRemoteDebug,,Start Remote Debug,Start Remote Debug
Studio.App.RBXMainWindow.StartServer,,Start Server,Start Server
Studio.App.RBXMainWindow.Stats,,Stats,Stats
Studio.App.RBXMainWindow.StepInto,,Step Into,Step Into
Studio.App.RBXMainWindow.StepOut,,Step Out,Step Out
Studio.App.RBXMainWindow.StepOver,,Step Over,Step Over
Studio.App.RBXMainWindow.StopsAndReloadsTheDocument,,Stops and reloads the document,Stops and reloads the document
Studio.App.RBXMainWindow.StudioSettingsElps,,Studio Settings...,Studio Settings...
Studio.App.RBXMainWindow.SummaryStats,,Summary Stats,Summary Stats
Studio.App.RBXMainWindow.SwapAttachments,,Swap Attachments,Swap Attachments
Studio.App.RBXMainWindow.SwitchBothAttachments,,Swap both attachments on the constraint,Swap both attachments on the constraint
Studio.App.RBXMainWindow.TakeScreenshot,,Take Screenshot,Take Screenshot
Studio.App.RBXMainWindow.TaskScheduler,,Task Scheduler,Task Scheduler
Studio.App.RBXMainWindow.TeamCreate,,Team Create,Team Create
Studio.App.RBXMainWindow.TeamCreateBeta,,Team Create - Beta,Team Create - Beta
Studio.App.RBXMainWindow.TerrainEditor,,Terrain Editor,Terrain Editor
Studio.App.RBXMainWindow.TestNetworkErrorsAndIssues,,Test network errors and issues,Test network errors and issues
Studio.App.RBXMainWindow.TestPlay,,Test - play,Test - play
Studio.App.RBXMainWindow.TestRun,,Test - run,Test - run
Studio.App.RBXMainWindow.Tilt,,Tilt,Tilt
Studio.App.RBXMainWindow.TiltDown,,Tilt Down,Tilt Down
Studio.App.RBXMainWindow.TiltObjects,,Tilt objects,Tilt objects
Studio.App.RBXMainWindow.TiltUp,,Tilt Up,Tilt Up
Studio.App.RBXMainWindow.ToggleAlignDraggedObjectsText,,Align Dragged Objects,Align Dragged Objects
Studio.App.RBXMainWindow.ToggleAlignDraggedObjectsTooltip,,Do dragged objects rotate to align with the target surface,Do dragged objects rotate to align with the target surface
Studio.App.RBXMainWindow.ToggleAllBreakpoints,,Toggle All Breakpoints,Toggle All Breakpoints
Studio.App.RBXMainWindow.ToggleClientServer,,Click to toggle between client and server mode,Click to toggle between client and server mode
Studio.App.RBXMainWindow.ToggleCollisionCheck,,Enables or Disables Collision Check,Enables or Disables Collision Check
Studio.App.RBXMainWindow.ToggleCommentSelection,,Toggle Comment,Toggle Comment
Studio.App.RBXMainWindow.ToggleConstraintCheck,,Enables or Disables Constraint Check,Enables or Disables Constraint Check
Studio.App.RBXMainWindow.ToggleDeviceEmulator,,Toggle Device Emulator,Toggle Device Emulator
Studio.App.RBXMainWindow.ToggleFSAndWindow,,Toggles between full screen and windowed views,Toggles between full screen and windowed views
Studio.App.RBXMainWindow.ToggleGameAudio,,Toggle Game Audio,Toggle Game Audio
Studio.App.RBXMainWindow.ToggleJoinSurfacesCheck,,Enables or Disables Join Surfaces Check,Enables or Disables Join Surfaces Check
Studio.App.RBXMainWindow.ToggleLocalSpace,,Toggle Local Space,Toggle Local Space
Studio.App.RBXMainWindow.TogglePlayerEmulator,,Toggle Player Emulator,Toggle Player Emulator
Studio.App.RBXMainWindow.ToggleSelectionCommenting,,Toggle selection commenting,Toggle selection commenting
Studio.App.RBXMainWindow.TogglesVideoRecord,,Toggles video record,Toggles video record
Studio.App.RBXMainWindow.Toolbox,,Toolbox,Toolbox
Studio.App.RBXMainWindow.Tutorials,,Tutorials,Tutorials
Studio.App.RBXMainWindow.UI,,UI,UI
Studio.App.RBXMainWindow.UIEditor,,UI Editor,UI Editor
Studio.App.RBXMainWindow.UIEditorVOne,,UI Editor v1.0,UI Editor v1.0
Studio.App.RBXMainWindow.UndoChangesToPackage,,Undo Changes to Package,Undo Changes to Package
Studio.App.RBXMainWindow.UndoChangesToSelectedPackages,,Undo Changes to Selected Packages,Undo Changes to Selected Packages
Studio.App.RBXMainWindow.UndoTheLastAction,,Undo the last action,Undo the last action
Studio.App.RBXMainWindow.Ungroup,,Ungroup,Ungroup
Studio.App.RBXMainWindow.UngroupModelsOrParts,,Ungroup models or parts,Ungroup models or parts
Studio.App.RBXMainWindow.UnindentSelection,,Unindent,Unindent
Studio.App.RBXMainWindow.UnindentSelectionToolTip,,Unindent selected line(s),Unindent selected line(s)
Studio.App.RBXMainWindow.Union,,Union,Union
Studio.App.RBXMainWindow.UnionSelection,,Union Selection,Union Selection
Studio.App.RBXMainWindow.UniversalsForSurface,,Universals for Surface,Universals for Surface
Studio.App.RBXMainWindow.UnlockAll,,Unlock All,Unlock All
Studio.App.RBXMainWindow.UploadLogFiles,,Upload Log Files,Upload Log Files
Studio.App.RBXMainWindow.VideoRecord,,Video Record,Video Record
Studio.App.RBXMainWindow.ViewCommandBar,,View Command Bar,View Command Bar
Studio.App.RBXMainWindow.ViewDrafts,,View Drafts,View Drafts
Studio.App.RBXMainWindow.ViewFindResults,,View Find Results,View Find Results
Studio.App.RBXMainWindow.ViewGameExplorerElps,,View Game Explorer...,View Game Explorer...
Studio.App.RBXMainWindow.ViewObjectExplorer,,View Object Explorer,View Object Explorer
Studio.App.RBXMainWindow.ViewOutputWindowElps,,View Output Window...,View Output Window...
Studio.App.RBXMainWindow.ViewPerformanceDiagnosticsElps,,View Performance Diagnostics...,View Performance Diagnostics...
Studio.App.RBXMainWindow.ViewPropertiesElps,,View Properties...,View Properties...
Studio.App.RBXMainWindow.ViewRecoveredScriptsElps,,View Recovered Scripts...,View Recovered Scripts...
Studio.App.RBXMainWindow.ViewScriptAnalysisElps,,View Script Analysis...,View Script Analysis...
Studio.App.RBXMainWindow.ViewScriptChangesElps,,View Script Changes...,View Script Changes...
Studio.App.RBXMainWindow.ViewScriptPerformanceElps,,View Script Performance...,View Script Performance...
Studio.App.RBXMainWindow.ViewSelector,,View Selector,View Selector
Studio.App.RBXMainWindow.ViewSelectorTooltip,,Show view selector,Show view selector
Studio.App.RBXMainWindow.ViewTaskSchedulerElps,,View Task Scheduler...,View Task Scheduler...
Studio.App.RBXMainWindow.ViewTeamCreateWindow,,View Team Create Window,View Team Create Window
Studio.App.RBXMainWindow.ViewTutorials,,View tutorials,View tutorials
Studio.App.RBXMainWindow.WeldSurface,,Weld Surface,Weld Surface
Studio.App.RBXMainWindow.ZoomIn,,Zoom In,Zoom In
Studio.App.RBXMainWindow.ZoomOut,,Zoom Out,Zoom Out
Studio.App.RBXMainWindow.ZoomTo,,Zoom to,Zoom to
Studio.App.RbxWorkspace.PluginInstallationFailed,,Plugin Installation failed,Plugin Installation failed
Studio.App.RbxWorkspace.PluginModerationCheckFailed,,Plugin moderation check failed,Plugin moderation check failed
Studio.App.RbxWorkspace.PressOkForSnapshot,,"Press OK when you've positioned the camera, and are ready to take a snapshot.","Press OK when you've positioned the camera, and are ready to take a snapshot."
Studio.App.RbxWorkspace.Processing,,Processing...,Processing...
Studio.App.RbxWorkspace.SnapshotInProgress,,Snapshot in progress...,Snapshot in progress...
Studio.App.RbxWorkspace.TakeSnapshot,,Take Snapshot,Take Snapshot
Studio.App.RecentGamesPage.RecentGames,,Recent Games,Recent Games
Studio.App.RenderScheduler.FailedCreateGameWindow,,Failed to Create Game Window.  A key file may have gotten Corrupted.  Please try to reInstall Roblox Studio.  If the issue persists make sure your drivers are up to date http://www.roblox.com/drivers or Contact Customer support,Failed to Create Game Window.  A key file may have gotten Corrupted.  Please try to reInstall Roblox Studio.  If the issue persists make sure your drivers are up to date http://www.roblox.com/drivers or Contact Customer support
Studio.App.RenderScheduler.FailedToBindToWorkspace,,Failed to Bind to Workspace. Please restart Studio in order to resolve the issue.,Failed to Bind to Workspace. Please restart Studio in order to resolve the issue.
Studio.App.Restart.RestartLater,restart studio later,Restart Later,Restart Later
Studio.App.Restart.RestartNow,restart studio right now,Restart,Restart
Studio.App.RobloxChatWidget.ChatOptions,,Chat Options,Chat Options
Studio.App.RobloxChatWidget.ChattingWith,,Chatting with %1,Chatting with %1
Studio.App.RobloxChatWidget.ConnectingToChatElps,,Connecting to chat...,Connecting to chat...
Studio.App.RobloxChatWidget.ContentModerated,,Content was moderated. Message not sent.,Content was moderated. Message not sent.
Studio.App.RobloxChatWidget.DisabledChatMessage,,%1 Turn on chat in your %2 Privacy Settings %3 to chat with friends! %4,%1 Turn on chat in your %2 Privacy Settings %3 to chat with friends! %4
Studio.App.RobloxChatWidget.FailedSendAMessage,,Failed to send message: ,Failed to send message: 
Studio.App.RobloxChatWidget.NotFriendErrorMessage,,Individual chat is available only for friends. Please friend '%1' or use group chat to talk.,Individual chat is available only for friends. Please friend '%1' or use group chat to talk.
Studio.App.RobloxChatWidget.SendAMessage,,Send a message,Send a message
Studio.App.RobloxCustomWidgets.BrickColor1,Please check BrickColor Number - '1' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,White,White
Studio.App.RobloxCustomWidgets.BrickColor1001,Please check BrickColor Number - '1001' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Institutional white,Institutional white
Studio.App.RobloxCustomWidgets.BrickColor1002,Please check BrickColor Number - '1002' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Mid gray,Mid gray
Studio.App.RobloxCustomWidgets.BrickColor1003,Please check BrickColor Number - '1003' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Really black,Really black
Studio.App.RobloxCustomWidgets.BrickColor1004,Please check BrickColor Number - '1004' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Really red,Really red
Studio.App.RobloxCustomWidgets.BrickColor1005,Please check BrickColor Number - '1005' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Deep orange,Deep orange
Studio.App.RobloxCustomWidgets.BrickColor1006,Please check BrickColor Number - '1006' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Alder,Alder
Studio.App.RobloxCustomWidgets.BrickColor1007,Please check BrickColor Number - '1007' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Dusty Rose,Dusty Rose
Studio.App.RobloxCustomWidgets.BrickColor1008,Please check BrickColor Number - '1008' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Olive,Olive
Studio.App.RobloxCustomWidgets.BrickColor1009,Please check BrickColor Number - '1009' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,New Yeller,New Yeller
Studio.App.RobloxCustomWidgets.BrickColor101,Please check BrickColor Number - '101' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Medium red,Medium red
Studio.App.RobloxCustomWidgets.BrickColor1010,Please check BrickColor Number - '1010' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Really blue,Really blue
Studio.App.RobloxCustomWidgets.BrickColor1011,Please check BrickColor Number - '1011' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Navy blue,Navy blue
Studio.App.RobloxCustomWidgets.BrickColor1012,Please check BrickColor Number - '1012' at https://developer.roblox.com/en-us/articles/BrickColor-Codes,Deep blue,Deep blue
